0 0.02 0.02 0.02 0.02 0.02 0.02 0.02 1e-06
1e-09 0.02 0.02 0.02 0.02 0.02 0.02 0.02 1e-06
6e-09 0.02 0.02 0.02 0.02 0.02 0.02 0.02 1e-06
3.1e-08 0.02 0.02 0.02 0.02 0.02 0.02 0.02 1e-06
1.56e-07 0.02 0.02 0.02 0.02 0.02 0.02 0.02 1e-06
7.81e-07 0.02 0.02 0.02 0.02 0.02 0.02 0.02 1e-06
3.906e-06 0.02 0.0200001 0.0200001 0.0200002 0.0200002 0.0200001 0.0200002 1e-06
1.9531e-05 0.0200002 0.0200004 0.0200005 0.0200009 0.0200009 0.0200005 0.0200009 1e-06
9.7656e-05 0.0200009 0.0200019 0.0200023 0.0200044 0.0200047 0.0200028 0.0200047 1.00001e-06
0.000488281 0.0200047 0.0200095 0.0200118 0.0200222 0.0200237 0.0200142 0.0200237 1.00005e-06
0.00244141 0.0200237 0.0200473 0.0200592 0.0201111 0.0201184 0.020071 0.0201184 1.00024e-06
0.012207 0.0201184 0.0202367 0.0202958 0.020555 0.0205914 0.020355 0.0205914 1.00124e-06
0.0610352 0.0205914 0.0211814 0.021476 0.0227636 0.0229439 0.0217701 0.0229435 1.00658e-06
0.305176 0.0229435 0.0246025 0.0254278 0.0290087 0.0295098 0.0262479 0.029502 1.0251e-06
1 0.029502 0.0318043 0.0329437 0.0378431 0.0385277 0.0340694 0.038506 1.0606e-06
2 0.038506 0.0406627 0.0417265 0.0462742 0.0469062 0.0427752 0.0468862 1.10693e-06
3 0.0468862 0.0488719 0.0498483 0.0540003 0.0545745 0.050809 0.0545563 1.16459e-06
4 0.0545563 0.0563558 0.0572382 0.060972 0.061486 0.0581047 0.0614697 1.23423e-06
5 0.0614697 0.0630772 0.0638634 0.0671758 0.06763 0.0646342 0.0676156 1.3166e-06
6 0.0676156 0.0690332 0.069725 0.0726283 0.073025 0.0704022 0.0730124 1.4126e-06
7 0.0730124 0.0742484 0.0748504 0.0773683 0.0777113 0.0754389 0.0777005 1.52325e-06
8 0.0777005 0.0787675 0.0792863 0.0814501 0.0817441 0.079793 0.0817348 1.64973e-06
9 0.0817348 0.0826481 0.0830915 0.0849364 0.0851864 0.0835242 0.0851785 1.79341e-06
10 0.0851785 0.0859546 0.0863309 0.0878932 0.0881046 0.0866978 0.0880979 1.95579e-06
11 0.0880979 0.0887533 0.0890707 0.0903863 0.0905639 0.08938 0.0905583 2.13862e-06
12 0.0905583 0.0911089 0.0913753 0.0924777 0.0926264 0.0916347 0.0926217 2.34382e-06
13 0.0926217 0.0930821 0.0933048 0.0942249 0.0943489 0.0935214 0.094345 2.57356e-06
14 0.094345 0.0947286 0.094914 0.0956794 0.0957824 0.0950944 0.0957792 2.83028e-06
15 0.0957792 0.0960979 0.0962518 0.0968867 0.0969721 0.0964015 0.0969694 3.11668e-06
16 0.0969694 0.0972334 0.0973609 0.0978864 0.097957 0.0974849 0.0979548 3.43578e-06
17 0.0979548 0.0981731 0.0982784 0.0987125 0.0987708 0.0983809 0.0987689 3.79096e-06
18 0.0987689 0.0989491 0.0990361 0.099394 0.0994421 0.0991205 0.0994405 4.18596e-06
19 0.0994405 0.099589 0.0996607 0.0999555 0.099995 0.0997303 0.0999938 4.62493e-06
