0.001 0.999999 1.0025e-06 0.749998 2.50325e-06 2.50371e-09
0.002 0.999999 1.00501e-06 0.749998 2.50651e-06 5.0086e-09
0.003 0.999999 1.00751e-06 0.749998 2.50978e-06 7.51675e-09
0.004 0.999999 1.01003e-06 0.749998 2.51305e-06 1.00282e-08
0.005 0.999999 1.01254e-06 0.749998 2.51633e-06 1.25429e-08
0.006 0.999999 1.01506e-06 0.749998 2.51962e-06 1.50608e-08
0.007 0.999999 1.01758e-06 0.749998 2.52291e-06 1.75821e-08
0.008 0.999999 1.0201e-06 0.749998 2.52621e-06 2.01067e-08
0.009 0.999999 1.02263e-06 0.749998 2.52952e-06 2.26345e-08
0.01 0.999999 1.02516e-06 0.749998 2.53283e-06 2.51657e-08
0.011 0.999999 1.0277e-06 0.749998 2.53615e-06 2.77002e-08
0.012 0.999999 1.03024e-06 0.749998 2.53948e-06 3.0238e-08
0.013 0.999999 1.03278e-06 0.749998 2.54281e-06 3.27792e-08
0.014 0.999999 1.03532e-06 0.749998 2.54615e-06 3.53237e-08
0.015 0.999999 1.03787e-06 0.749998 2.5495e-06 3.78715e-08
0.016 0.999999 1.04042e-06 0.749998 2.55285e-06 4.04227e-08
0.017 0.999999 1.04298e-06 0.749998 2.55621e-06 4.29772e-08
0.018 0.999999 1.04553e-06 0.749998 2.55958e-06 4.55351e-08
0.019 0.999999 1.04809e-06 0.749998 2.56295e-06 4.80964e-08
0.02 0.999999 1.05066e-06 0.749998 2.56633e-06 5.0661e-08
0.021 0.999999 1.05323e-06 0.749998 2.56972e-06 5.32291e-08
0.022 0.999999 1.0558e-06 0.749998 2.57312e-06 5.58005e-08
0.023 0.999999 1.05837e-06 0.749998 2.57652e-06 5.83753e-08
0.024 0.999999 1.06095e-06 0.749998 2.57993e-06 6.09536e-08
0.025 0.999999 1.06353e-06 0.749998 2.58334e-06 6.35352e-08
0.026 0.999999 1.06612e-06 0.749998 2.58676e-06 6.61203e-08
0.027 0.999999 1.06871e-06 0.749998 2.59019e-06 6.87087e-08
0.028 0.999999 1.0713e-06 0.749998 2.59363e-06 7.13007e-08
0.029 0.999999 1.07389e-06 0.749998 2.59707e-06 7.3896e-08
0.03 0.999999 1.07649e-06 0.749998 2.60052e-06 7.64948e-08
0.031 0.999999 1.07909e-06 0.749998 2.60398e-06 7.90971e-08
0.032 0.999999 1.0817e-06 0.749998 2.60744e-06 8.17028e-08
0.033 0.999999 1.08431e-06 0.749998 2.61091e-06 8.4312e-08
0.034 0.999999 1.08692e-06 0.749998 2.61439e-06 8.69246e-08
0.035 0.999999 1.08954e-06 0.749998 2.61788e-06 8.95408e-08
0.036 0.999999 1.09216e-06 0.749998 2.62137e-06 9.21604e-08
0.037 0.999999 1.09478e-06 0.749998 2.62487e-06 9.47835e-08
0.038 0.999999 1.09741e-06 0.749998 2.62837e-06 9.74102e-08
0.039 0.999999 1.10004e-06 0.749998 2.63188e-06 1.0004e-07
0.04 0.999999 1.10267e-06 0.749998 2.6354e-06 1.02674e-07
0.041 0.999999 1.10531e-06 0.749998 2.63893e-06 1.05311e-07
0.042 0.999999 1.10795e-06 0.749998 2.64246e-06 1.07952e-07
0.043 0.999999 1.11059e-06 0.749998 2.646e-06 1.10596e-07
0.044 0.999999 1.11324e-06 0.749998 2.64955e-06 1.13244e-07
0.045 0.999999 1.11589e-06 0.749998 2.65311e-06 1.15895e-07
0.046 0.999999 1.11855e-06 0.749998 2.65667e-06 1.1855e-07
0.047 0.999999 1.12121e-06 0.749998 2.66024e-06 1.21209e-07
0.048 0.999999 1.12387e-06 0.749998 2.66381e-06 1.23871e-07
0.049 0.999999 1.12653e-06 0.749998 2.6674e-06 1.26536e-07
0.05 0.999999 1.1292e-06 0.749998 2.67099e-06 1.29205e-07
0.051 0.999999 1.13188e-06 0.749998 2.67458e-06 1.31878e-07
0.052 0.999999 1.13455e-06 0.749998 2.67819e-06 1.34555e-07
0.053 0.999999 1.13723e-06 0.749998 2.6818e-06 1.37235e-07
0.054 0.999999 1.13992e-06 0.749998 2.68542e-06 1.39918e-07
0.055 0.999999 1.1426e-06 0.749998 2.68905e-06 1.42605e-07
0.056 0.999999 1.14529e-06 0.749998 2.69268e-06 1.45296e-07
0.057 0.999999 1.14799e-06 0.749998 2.69632e-06 1.47991e-07
0.058 0.999999 1.15069e-06 0.749998 2.69997e-06 1.50689e-07
0.059 0.999999 1.15339e-06 0.749998 2.70362e-06 1.53391e-07
0.06 0.999999 1.15609e-06 0.749998 2.70728e-06 1.56096e-07
0.061 0.999999 1.1588e-06 0.749998 2.71095e-06 1.58805e-07
0.062 0.999999 1.16152e-06 0.749998 2.71463e-06 1.61518e-07
0.063 0.999999 1.16423e-06 0.749998 2.71831e-06 1.64235e-07
0.064 0.999999 1.16695e-06 0.749998 2.72201e-06 1.66955e-07
0.065 0.999999 1.16968e-06 0.749998 2.7257e-06 1.69679e-07
0.066 0.999999 1.1724e-06 0.749998 2.72941e-06 1.72406e-07
0.067 0.999999 1.17513e-06 0.749998 2.73312e-06 1.75137e-07
0.068 0.999999 1.17787e-06 0.749998 2.73684e-06 1.77872e-07
0.069 0.999999 1.18061e-06 0.749998 2.74057e-06 1.80611e-07
0.07 0.999999 1.18335e-06 0.749998 2.74431e-06 1.83354e-07
0.071 0.999999 1.1861e-06 0.749998 2.74805e-06 1.861e-07
0.072 0.999999 1.18885e-06 0.749998 2.7518e-06 1.8885e-07
0.073 0.999999 1.1916e-06 0.749998 2.75556e-06 1.91603e-07
0.074 0.999999 1.19436e-06 0.749998 2.75932e-06 1.94361e-07
0.075 0.999999 1.19712e-06 0.749998 2.76309e-06 1.97122e-07
0.076 0.999999 1.19988e-06 0.749998 2.76687e-06 1.99887e-07
0.077 0.999999 1.20265e-06 0.749998 2.77066e-06 2.02656e-07
0.078 0.999999 1.20543e-06 0.749998 2.77445e-06 2.05428e-07
0.079 0.999999 1.2082e-06 0.749998 2.77826e-06 2.08205e-07
0.08 0.999999 1.21098e-06 0.749998 2.78206e-06 2.10985e-07
0.081 0.999999 1.21377e-06 0.749998 2.78588e-06 2.13769e-07
0.082 0.999999 1.21655e-06 0.749998 2.78971e-06 2.16557e-07
0.083 0.999999 1.21935e-06 0.749998 2.79354e-06 2.19348e-07
0.084 0.999999 1.22214e-06 0.749998 2.79738e-06 2.22144e-07
0.085 0.999999 1.22494e-06 0.749998 2.80122e-06 2.24943e-07
0.086 0.999999 1.22774e-06 0.749998 2.80508e-06 2.27746e-07
0.087 0.999999 1.23055e-06 0.749998 2.80894e-06 2.30553e-07
0.088 0.999999 1.23336e-06 0.749998 2.81281e-06 2.33364e-07
0.089 0.999999 1.23618e-06 0.749998 2.81669e-06 2.36179e-07
0.09 0.999999 1.23899e-06 0.749998 2.82057e-06 2.38998e-07
0.091 0.999999 1.24182e-06 0.749998 2.82446e-06 2.4182e-07
0.092 0.999999 1.24464e-06 0.749998 2.82836e-06 2.44647e-07
0.093 0.999999 1.24747e-06 0.749998 2.83227e-06 2.47477e-07
0.094 0.999999 1.25031e-06 0.749998 2.83618e-06 2.50311e-07
0.095 0.999999 1.25315e-06 0.749998 2.84011e-06 2.53149e-07
0.096 0.999999 1.25599e-06 0.749998 2.84404e-06 2.55991e-07
0.097 0.999999 1.25883e-06 0.749998 2.84797e-06 2.58837e-07
0.098 0.999999 1.26168e-06 0.749998 2.85192e-06 2.61687e-07
0.099 0.999999 1.26454e-06 0.749998 2.85587e-06 2.64541e-07
0.1 0.999999 1.2674e-06 0.749998 2.85983e-06 2.67399e-07
0.101 0.999999 1.27026e-06 0.749998 2.8638e-06 2.70261e-07
0.102 0.999999 1.27312e-06 0.749998 2.86778e-06 2.73127e-07
0.103 0.999999 1.27599e-06 0.749998 2.87176e-06 2.75996e-07
0.104 0.999999 1.27887e-06 0.749998 2.87575e-06 2.7887e-07
0.105 0.999999 1.28175e-06 0.749998 2.87975e-06 2.81748e-07
0.106 0.999999 1.28463e-06 0.749998 2.88376e-06 2.8463e-07
0.107 0.999999 1.28751e-06 0.749998 2.88778e-06 2.87515e-07
0.108 0.999999 1.2904e-06 0.749998 2.8918e-06 2.90405e-07
0.109 0.999999 1.2933e-06 0.749998 2.89583e-06 2.93299e-07
0.11 0.999999 1.29619e-06 0.749998 2.89987e-06 2.96197e-07
0.111 0.999999 1.2991e-06 0.749998 2.90391e-06 2.99099e-07
0.112 0.999999 1.302e-06 0.749998 2.90797e-06 3.02005e-07
0.113 0.999999 1.30491e-06 0.749998 2.91203e-06 3.04915e-07
0.114 0.999999 1.30783e-06 0.749998 2.9161e-06 3.07829e-07
0.115 0.999999 1.31074e-06 0.749998 2.92018e-06 3.10747e-07
0.116 0.999999 1.31367e-06 0.749998 2.92426e-06 3.13669e-07
0.117 0.999999 1.31659e-06 0.749998 2.92836e-06 3.16596e-07
0.118 0.999999 1.31952e-06 0.749998 2.93246e-06 3.19526e-07
0.119 0.999999 1.32246e-06 0.749998 2.93657e-06 3.22461e-07
